'Page number,'Layout,'Text,'Reading Order,'Confidence score % (Layout)
'20,'Text 392 - Part of List 24,"'1 with 3 mech, 1 armd bde, 1 arty regt.",'541,'28.66210938
'20,'Text 393 - Part of List 24,"'1 with 4 mtn bde, 1 armd cav bn, 3 hy arty bn.",'542,'27.75878906
'20,'Text 394 - Part of List 24,"'1 AD gp: 5 AD arty (1 trg), 4 HAWK SAM bn.",'543,'32.64160156
'20,'Text 395 - Part of List 24,"'1 hy arty regt.",'544,'30.12695313
'20,'Text 396 - Part of List 24,"'Avn: 4 wings org in sqn and flt (flt usually has 4 ac or 6 hel):",'545,'30.78613281
'20,'Text 397 - Part of List 24,"'7 It ac flt with SM-1019/Cessna O-1E.",'546,'32.51953125
'20,'Text 398 - Part of List 24,"'12 hel sqn, 14 flt with AB-206.",'547,'34.37500000
'20,'Text 399 - Part of List 24,"'Multi-role: 12 hel sqn: 9 with AB-205; 2 with AB-212B, 1 with AB-412.",'548,'33.15429688
'20,'Text 400 - Part of List 24,"'Med tpt: 4 hel sqn with CH-47.",'549,'99.94721985
'20,'Section header 55,"'TERRITORIAL DEFENCE:",'550,'43.01757813
'20,'List 25,"",'551,'52.34375000
'20,'Text 401 - Part of List 25,"'7 Military Regions.",'552,'61.66992188
'20,'Text 402 - Part of List 25,"'7 indep mech bde.",'553,'31.07910156
'20,'Text 403 - Part of List 25,"'Rapid Intervention Force (FIR):",'554,'43.01757813
'20,'Text 404 - Part of List 25,"'1 AB bde (incl 1 SF bn),",'555,'50.68359375
'20,'Text 405 - Part of List 25,"'1 mech bde, 1 Marine bn (see Navy), 1 hel unit (Army), 1 air tpt unit (Air Force).",'556,'60.93750000
'20,'Text 406 - Part of List 25,"'1 amph regt (2 Lagunari bn).",'557,'68.70117188
'20,'Text 407 - Part of List 25,"'4 armd bn.",'558,'73.87695313
'20,'Text 408 - Part of List 25,"'1 armd recce bn.",'559,'74.70703125
'20,'Text 409 - Part of List 25,"'2 inf bn.",'560,'70.75195313
'20,'Text 410 - Part of List 25,"'1 arty bn.",'561,'73.63281250
'20,'Text 411 - Part of List 25,"'4 engr bn.",'562,'64.25781250
'20,'Text 412,"'RESERVES: On mob: 1 armd, 1 mech, 1 mtn bde.",'563,'54.78515625
'20,'Text 413,"'EQUIPMENT:",'564,'40.91796875
'20,'List 26,"",'565,'32.81250000
'20,'Text 414 - Part of List 26,"'MBT: 1,220 (25 in store): 300 M-60A1, 920 Leopard (140 in store).",'566,'52.73437500
'20,'Text 415 - Part of List 26,"'RECCE: 6 Centauro B-1 (trials) (CFE HACV). APC: 3,879 (CFE: 3,339): 2,183 M-113, 1,667 VCC1/-2, 14 Fiat 6614, 15 LVTP-7.",'567,'55.90820313
'20,'Text 416,"'TOTAL ARTY: 1,952 (101 in store).",'568,'56.49414063
'20,'Text 417,"'TOWED ARTY: 967: 105mm: 357 Model 56 pack; 155mm: 164 FH-70, 423 M-114; 203mm: 23 M-115.",'569,'62.06054688
'20,'Text 418,"'SP ARTY: 283: 155mm: 260 M-109G/-L; 203mm: 23 M-110A2.",'570,'68.84765625
'20,'Text 419,"'MRL: 227mm: 2 MLRS.",'571,'67.67578125
'20,'Text 420,"'MORTARS: 120mm: 700. Plus 1mm: 1,205.",'572,'65.33203125
'20,'Text 421,"'SSM: 6 Lance launchers.",'573,'61.42578125
'20,'Text 422,"'ATGW: 432 TOW (incl 270 SP), 1,000 Milan.",'574,'69.92187500
'20,'Text 423,"'RL: 1,000 APILAS.",'575,'59.17968750
'20,'Text 424,"'RCL: 80mm: 720 Folgore.",'576,'69.58007813
'20,'Text 425,"'AD GUNS: 25mm: 50 SIDAM SP; 40mm: 252.",'577,'70.80078125
'20,'Text 426,"'SAM: 126 HAWK, 145 Stinger.",'578,'63.72070313
'20,'Text 427,"'AIRCRAFT: 60: 48 SM-1019, 12 O-1E (target acquisition/utility).",'579,'66.89453125
'20,'Text 428,"'HELICOPTERS: 28 A-109, 6 A-129, 92 AB-205A, 136 AB-206 (observation), 14 AB-212, 17 AB-412, 30 CH-47C.",'580,'67.67578125
'20,'Text 429,"'NAVY: 49,000 incl 1,500 air arm, 600 special forces and 800 marines; (20,000 conscripts). 5 Main Commands: Fleet (Commander also COMEDCENT); Upper Tyrrhenian; Adriatic; Lower Tyrrhenian; Ionian and Strait of Otranto. BASES: La Spezia (HQ), Taranto (HQ), Ancona (HQ), Brindisi, Augusta, Messina, La Maddalena, Cagliari, Naples (HQ), Venice.",'581,'38.52539063
'20,'Text 430,"'SUBMARINES: 9:",'582,'48.14453125
'20,'List 27,"",'583,'60.30273438
'20,'Text 431 - Part of List 27,"'2 Pelosi (imp Sauro) with Type 184 HWT.",'584,'83.98437500
'20,'Text 432 - Part of List 27,"'4 Sauro with Type 184 HWT.",'585,'69.92187500
'20,'Text 433 - Part of List 27,"'3 Toti SSC with Type 184 HWT.",'586,'81.39648438
'20,'Section header 56,"'PRINCIPAL SURFACE COMBATANTS: 32:",'587,'65.38085938
'20,'Text 434,"'CARRIER: 1:",'588,'37.42675781
'20,'List 28,"",'589,'46.77734375
'20,'Text 435 - Part of List 28,"'1 G. Garibaldi CVV with 16 SH-3 Sea King hel, 4 Teseo SSM, 2 X 3 ASTT (has capability to operate V/STOL ac acquisition in progress).",'590,'77.05078125
'20,'Text 436 - Part of List 28,"'CRUISERS: 2:",'591,'41.96777344
'20,'Text 437 - Part of List 28,"'1 Vittorio Veneto CGH with 1 X 2 SM-1 MR SAM, 6 AB-212 ASW hel (Mk 46 LWT); plus 4 Teseo SSM, 2 X 3 ASTT.",'592,'92.43164063
'20,'Text 438 - Part of List 28,"'1 Andrea Doria CGH, with 1 X 2 SM-1 MR SAM, 3 AB-212 hel; plus 2 X ASTT.",'593,'86.86523438
'20,'Text 439 - Part of List 28,"'DESTROYERS: 3:",'594,'49.51171875
'20,'Text 440 - Part of List 28,"'2 Audace DDGH, with 1 X SM-1 MR SAM, 4 Teseo SSM, plus 2 X AB-212 hel, 1 X 127mm gun, 2 X 3 ASTT.",'595,'89.89257813
'20,'Text 441 - Part of List 28,"'1 Impavido DDG with 1 SM-1 MR SAM; plus 1 X 2 127mm guns, 2 X 3 ASTT.",'596,'84.08203125
'20,'Text 442 - Part of List 28,"'FRIGATES: 26:",'597,'64.89257813
'20,'Text 443 - Part of List 28,"'8 Maestrale FFH with 2 AB-212 hel, 2 X 533mm DP TT; plus 4 Teseo SSM, 1 X 127mm gun.",'598,'82.37304688
'20,'Text 444 - Part of List 28,"'4 Lupo FF with 1 AB-212 hel, 2 X 3 ASTT; plus 8 Teseo SSM, 1 X 127mm gun.",'599,'75.78125000
'21,'Header 20,"'NATO",'600,'72.70507813
'21,'Page number 20,"'65",'601,'81.44531250
'21,'List 29,"",'602,'28.05175781
'21,'Text 445 - Part of List 29,"'2 Alpino with 1 AB-212 hel, 2 X 3 ASTT, 1 x ASW mor.",'603,'48.33984375
'21,'Text 446 - Part of List 29,"'8 Minerva with 2 X 3 ASTT.",'604,'42.06542969
'21,'Text 447 - Part of List 29,"'4 De Cristofaro with 2 X 3 ASTT, 1 ASW mor.",'605,'45.60546875
'21,'Figure 10,"",'606,'34.08203125
'21,'Figure 11,"",'607,'34.15527344
'21,'Section header 57,"'ADDITIONAL IN STORE: 1 CGH, 1 DDG, 1 SSC.",'608,'30.68847656
'21,'Text 448,"'PATROL AND COASTAL COMBATANTS: 18: CORVETTES: 3:",'609,'36.42578125
'21,'Figure 12,"",'610,'35.76660156
'21,'Text 449,"'3 Albatros with 2 X 3 ASTT.",'611,'56.29882813
'21,'Text 450,"'MISSILE CRAFT: 7 Sparviero PHM with 2 Teseo SSM. PATROL OFFSHORE: 4 Cassiopea with 1 AB-212 hel. COASTAL: 4 Bambu (ex-MSC) PCC assigned MFO.",'612,'34.37500000
'21,'Section header 58,"'MINE WARFARE: 15:",'613,'48.82812500
'21,'Section header 59,"'MCMV: 15:",'614,'53.41796875
'21,'List 30,"",'615,'67.13867188
'21,'Text 451 - Part of List 30,"'2 Storione (US Aggressive) MSO.",'616,'80.27343750
'21,'Text 452 - Part of List 30,"'4 Lerici MHC.",'617,'76.56250000
'21,'Text 453 - Part of List 30,"'7 Castagno (US Adjutant) MHC.",'618,'82.61718750
'21,'Text 454 - Part of List 30,"'2 Agave MSC.",'619,'78.07617188
'21,'Section header 60,"'AMPHIBIOUS: 2:",'620,'54.19921875
'21,'List 31,"",'621,'34.20410156
'21,'Text 455 - Part of List 31,"'2 San Giorgio LPD: capacity 350 tps, 30 trucks, 2 SH-3D or CH-47 hel, 7 craft.",'622,'54.00390625
'21,'Text 456 - Part of List 31,"'Plus some 40 craft: about 4 LCU, 22 LCM and 14 LCVP.",'623,'61.42578125
'21,'Section header 61,"'SUPPORT AND MISCELLANEOUS: 34:",'624,'48.53515625
'21,'Text 457,"'2 Stromboli AOR, 2 tugs, 11 coastal tugs, 4 water tankers, 3 trials, 2 trg, 3 AGOR, 6 tpt, 1 salvage.",'625,'57.08007813
'21,'Text 458,"'SPECIAL FORCES (600) (Comando Subacquei Incursori - COMSUBIN): 6 gp; 2 assigned aslt swimmer craft; 2 raiding ops; I underwater ops; I SF; I school; 1 research.",'626,'38.30566406
'21,'Section header 62,"'MARINES (San Marco gp) (800):",'627,'42.33398438
'21,'Text 459,"'1 bn gp. 1 trg gp. 1 log gp. EQUIPMENT: 30 VCC-1, 10 LVTP-7 APC, 16 81 mm mor, 8 106mm RCL, 6 Milan ATGW.",'628,'33.27636719
'21,'Text 460,"'NAVAL AIR ARM (1,500); 2 cbt ac, 36 armed hel. FGA: 2* TAV-8B. ASW: 5 hel sqn with 36 SH-3D, 60 AB-212. ASM: Marte Mk 2.",'629,'56.49414063
'21,'Section header 63,"'AIR FORCE: 78,200 (26,000 conscripts).",'630,'31.78710938
'21,'Text 461,"'FGA: 6 FGA/recce sqn: 3 with Tornado; I with F-104S (being modernized); 2 with G-91Y. 2 with AMX. 1 It attack with MB-339; 1 It attack/recce with G-91R/R1/R1A (being replaced).",'631,'41.57714844
'21,'Section header 64,"'CAS: 4 sqn:",'632,'30.44433594
'21,'Text 462,"'FIGHTER: 7 sqn with F-104S.",'633,'42.82226563
'21,'Text 463,"'RECCE: 1 sqn with F/RF-104G. MR: 2 sqn with Atlantic (Navy-assigned; to be modernized). EW: 1 ECM/recce sqn with G-222VS, PD-808. CALIBRATION: 1 navigation-aid calibration sqn with G-222RM, PD-808, MB-339. TRANSPORT: 3 sqn: 2 with G-222; 1 with C-130H. COMMUNICATIONS: 1 sqn with Gulfstream III, Falcon 50, P-166M, SIAI-208M, PD-808, MB-326, DC-9 ac; SH-3D hel. TRAINING: 1 OCU with TF-104G; 1 det (Cottesmore, UK) with Tornado; 6 sqn with G-91T, MB-326, MB-339A, SF-260M ac; AB-47G, NH-500 hel. SAR: 1 sqn and 3 det with HH-3F. 6 det with AB-212. AD: 8 SAM gp with Nike Hercules; 12 SAM bty with Spada. EQUIPMENT: 449 cbt ac (plus 88 store), no armed hel. AIRCRAFT: Tornado: 81 (71 FGA, 10* in tri-national trg sqn); plus 15 in store. F-104: 164. -S: 126 (18 FGA, 84 ftr, 24* trg) plus 20 in store; RF-104G: 18 (recce) plus 16 in store; TF104G: 20 (OCU). AMX: 52. 49 (FGA); -T: 3* (trg). G-91: 99. -Y: 40 (FGA) plus 15 in store; -T: 59* (trg); plus 15 in store. MB-339: 85 (15 tac, 65 (incl 50*) trg, 5 calibration) plus 7 in store. Atlantic: 18 (MR). MB-326: 56 (liaison). Boeing-707: 1 (tkr/tpt). C-130H: 12 (tpt). G-222: 42 (38 tpt, 4 calibration), plus -GE: 1 (ECM). DC9-32: 2 (VIP). Gulfstream III: 2 (VIP). Falcon 50: 4 (VIP). P-166: 17: (-M: 11, DL3: 6 liaison and trg). PD-808: 18 (ECM, calibration, VIP tpt); SF-260M: 39 (trg). SIAI-208: 36 (liaison). HELICOPTERS: HH-3F: 19 (SAR). SH-3D: 2 (liaison). AB-212: 35 (SAR). AB-412: 4. AB-47G: 19 (trg). NH-5000: 50 (trg). MISSILES: ASM: AS-20, Kormoran, AGM-65 Maverick, AAM: AIM-7E Sparrow, AIM-9B/L Sidewinder, Aspide. SAM: 96 Nike Hercules, 7 bty Spada.",'634,'49.31640625
'21,'Text 464,"'FORCES ABROAD: UN AND PEACE-KEEPING:",'635,'48.63281250
'22,'Page number 21,"'66",'636,'88.67187500
'22,'Header 21,"'NATO",'637,'73.73046875
'22,'Text 465,"'EGYPT (MFO): 90; 4 PCC. INDIA/PAKISTAN (UNMOGIP): 7 Observers. IRAQ/KUWAIT (UNIKOM): 6 Observers. LEBANON (UNIFIL): 52. Hel unit. MIDDLE EAST (UNTSO): 9 Observers.",'638,'57.86132813
'22,'Text 466,"'PARAMILITARY:",'639,'42.43164063
'22,'Table 21,"",'640,'32.54394531
'22,'Text 467,"'FOREIGN FORCES: NATO: HQ Allied Forces Southern Europe (AFSOUTH). HQ 5 Allied Tactical Air Force (5 ATAF). US: 14,100. Army (3,900); I AB bn gp; Navy (6,000); Marines (300); Air (3,900); 1 tac, 1 air base gp.",'641,'39.23339844
'22,'Section header 65,"'LUXEMBOURG",'642,'32.69042969
'22,'Table 22,"",'643,'56.29882813
'22,'Text 468,"'fr = Luxembourg francs",'644,'38.50097656
'22,'Text 469,"'Population: 364,800",'645,'67.13867188
'22,'Table 23,"",'646,'85.44921875
'22,'Text 470,"'TOTAL ARMED FORCES: ACTIVE: 800.",'647,'72.70507813
'22,'Text 471,"'ARMY: 800. 1 It inf bn. EQUIPMENT: APC: 5 Commando. ATGW: TOW some 6 SP (Hummer). RL: LAW.",'648,'66.99218750
'22,'Text 472,"'AIR FORCE: (None, but for legal purposes NATO's E-3A AEW ac have Luxembourg registration.) 1 sqn with 18 E-3A Sentry (NATO Standard), 2 Boeing 707 (trg).",'649,'81.83593750
'22,'Text 473,"'PARAMILITARY: GENDARMERIE: 560.",'650,'50.19531250
'22,'Text 474,"'NETHERLANDS",'651,'47.94921875
'22,'Table 24,"",'652,'42.82226563
'22,'Text 475,"'gld - guilders",'653,'30.12695313
'22,'Text 476,"'Population: 14,810,800",'654,'44.06738281
'22,'Table 25,"",'655,'60.59570313
'22,'Text 477,"'TOTAL ARMED FORCES:",'656,'37.42675781
'22,'Text 478,"'ACTIVE: 101,400 (incl 3,900 Royal Military Constabulary, 800 Inter-Service Organization); 1,750 women; 45,400 conscripts. Terms of service: Army and Air Force 12-14 months, Navy 12-15 months.",'657,'76.70898438
'22,'Text 479,"'RESERVES: 152,400 (men to age 35, NCO to 40, officers to 45). Army 132,200 (some - at the end of their conscription period - on short leave, immediate recall), Navy some 9,000 (7,000 on immediate recall); Air Force 11,200 (immediate recall).",'658,'85.00976563
'23,'Title 6,"'NATO",'659,'40.16113281
'23,'Page number 22,"'67",'660,'68.70117188
'23,'Table 26,"",'661,'27.00195313
'24,'Page number 23,"'68",'662,'93.35937500
'24,'Title 7,"'NATO",'663,'34.37500000
'24,'Text 480,"'FORCES ABROAD:",'664,'66.11328125
'24,'Text 481,"'GERMANY: 5,700. 1 armd bde (2 armd inf, 1 tk bn), 1 recce bn, 1 engr bn, spt elm (122 MBT, 18 155mm SP, 30 ATGW), 4 HAWK, 4 Patriot bty.",'665,'91.16210938
'24,'Text 482,"'NETHERLANDS ANTILLES: 1 frigate, 1 amph",'666,'59.57031250
'24,'Text 483,"'cbt det, 1 MR det with 2 F-27MPA ac.",'667,'66.35742188
'24,'Text 484,"'ICELAND: 30: 1 P-3C (at Keflavik).",'668,'81.59179688
'24,'Text 485,"'UN AND PEACE-KEEPING:",'669,'79.10156250
'24,'Text 486,"'ANGOLA (UNAVEM II): Observers.",'670,'89.25781250
'24,'Text 487,"'EGYPT (MFO): 105: 5 sigs det.",'671,'75.14648438
'24,'Text 488,"'MIDDLE EAST (UNTSO): 15 Observers.",'672,'82.03125000
'24,'Text 489,"'PARAMILITARY: ROYAL MILITARY CONSTABULARY:",'673,'44.36035156
'24,'Text 490,"'(Koninklijke Marechaussee): 3,900 (400 conscripts); 3 'div' comprising 10 districts with 72 'bde'.",'674,'80.76171875
'24,'Text 491,"'CIVIL DEFENCE: (Corps Mobiele Colonnes):",'675,'36.52343750
'24,'Text 492,"'270 (130 conscripts): 18,500 on mob; disaster relief under Army comd.",'676,'61.23046875
'24,'Text 493,"'FOREIGN FORCES:",'677,'67.48046875
'24,'Text 494,"'NATO:",'678,'41.87011719
'24,'Text 495,"'HQ Allied Forces Central Europe (AFCENT). US: 2,750. Army 750; Air 2,000 1 tac ftr sqn.",'679,'53.12500000
'24,'Text 496,"'NORWAY",'680,'34.10644531
'24,'Table 27,"",'681,'39.69726563
'24,'Section header 66,"'TOTAL ARMED FORCES:",'682,'44.26269531
'24,'Text 497,"'ACTIVE: some 32,700 (22,800 conscripts) incl 400 Joint Services org, 500 Home Guard permanent staff. Terms of service: Army, Navy coast arty, Air Force, 12 months plus 4 to 5 refresher trg periods; Navy 15 months.",'683,'83.49609375
'24,'Text 498,"'RESERVES: 285,000 mobilizable in 24-72 hours; obligation to 44 (conscripts remain with fd army units to age 35; officers to age 55; regulars: 60). Army: 159,000; Navy: 26,000; Air: 28,000. Home Guard: War some 85,000. Second-line reserves: 60,000 (all services).",'684,'86.91406250
'24,'Text 499,"'ARMY: 15,900 (13,000 conscripts).",'685,'66.89453125
'24,'Text 500,"'2 Commands, 5 district comd, 1 div, 16 subordinate comd.",'686,'77.97851563
'24,'Text 501,"'STANDING FORCES:",'687,'41.21093750
'24,'Text 502,"'North Norway:",'688,'41.47949219
'24,'Text 503,"'1 reinforced mech bde: 2 inf, 1 tk, 1 SP fd arty, 1 engr bn, 1 AD bty, spt units. 1 border garrison bn. 1 reinforced inf bn task force: inf, tk coy, fd arty, AD bty. South Norway: 1 inf bn (Royal Guard).",'689,'31.32324219
'24,'Text 504,"'RESERVES: cadre units for mob: 3 div HQ, 3 armd, 4 mech, 6 It inf bde, 5 mech, 23 inf, 7 arty bn; 60 indep inf coy, tk sqn, arty bty, engr coy, sigs units, spt.",'690,'71.67968750
'24,'Text 505,"'Indep units.",'691,'31.27441406
'24,'Text 506,"'LAND HOME GUARD: 80,000",'692,'42.82226563
'24,'Text 507,"'18 districts each divided into 2-6 sub-districts and some 470 sub-units (pl).",'693,'67.33398438
'24,'Text 508,"'EQUIPMENT:",'694,'42.91992188
'24,'Text 509,"'MBT: 211: 78 Leopard 1, 55 M-48A5, 78 NM-116 (M-24/90). AIFV: 53 NM-135 (M-113/20mm) (CFE). APC: 150 M-113 (CFE: 81). TOTAL ARTY: 527. TOWED ARTY: 105mm: 228 M-101; 155mm: 48 M-114. SP ARTY: 155mm: 126 M-109A3GN SP. MORTARS: 107mm: 97 M-30F1, 28 M-106A1 SP. Plus 81mm. ATGW: TOW-1/-2, 97 NM-142 (M-113/TOW-2). RCL: 57mm: M-18; 84mm: Carl Gustav; 106mm: M-40A1. AD GUNS: 20mm: Rh-202; 40mm: L/60 and L/70. SAM: 108 RBS-70.",'695,'42.62695313
'24,'Text 510,"'NAVY: 7,300, incl 2,000 coastal artillery (4,500 conscripts). 8 Naval/Coast defence comd. BASES: Horten, Haakonsvern (Bergen), Ram- sund, Olavsvern (Tromso).",'696,'28.66210938
'24,'Section header 67,"'SUBMARINES: 11:",'697,'38.86718750
'24,'List 32,"",'698,'32.98339844
'24,'Text 511 - Part of List 32,"'3 Ula with Ge Seeaal DM2A3 HWT.",'699,'66.11328125
'24,'Text 512 - Part of List 32,"'8 Kobben SSC (3 modernized with Swe T-61) others US Mk 37 HWT.",'700,'70.06835938
'24,'Text 513 - Part of List 32,"'FRIGATES: 5 Oslo with 2 X 3 ASTT, 1 X 6 Terne ASW RL; plus 6 X Penguin 2 SSM.",'701,'70.01953125
'24,'Text 514,"'PATROL AND COASTAL COMBATANTS: 35: MISSILE CRAFT: 35:",'702,'63.62304688
'24,'Text 515,"'14 Hauk PFM with 6 x Penguin 2, 2 X 533mm TT.",'703,'68.70117188
'25,'Header 22,"'NATO",'704,'73.19335938
'25,'Page number 24,"'69",'705,'85.98632813
'25,'Text 516,"'15 Storm PFM with 6 X Penguin 2.",'706,'57.47070313
'25,'Text 517,"'6 Snogg PFM with 4 X Penguin 2, 4 X 533mm TT. MINE WARFARE: 8:",'707,'75.63476563
'25,'Text 518,"'MINELAYERS: 2:",'708,'45.60546875
'25,'Text 519,"'2 Vidar, coastal (300-400 mines).",'709,'50.58593750
'25,'Text 520,"'Note: Amph craft also fitted for minelaying. MINE COUNTERMEASURES: 6:",'710,'74.85351563
'25,'List 33,"",'711,'47.75390625
'25,'Text 521 - Part of List 33,"'3 Sauda MSC, 1 Tana MHC.",'712,'83.98437500
'25,'Text 522 - Part of List 33,"'2 diver spt.",'713,'75.83007813
'25,'Text 523,"'AMPHIBIOUS: craft only; 5 LCT",'714,'43.50585938
'25,'Section header 68,"'SUPPORT AND MISCELLANEOUS: 2:",'715,'40.16113281
'25,'List 34,"",'716,'36.93847656
'25,'Text 524 - Part of List 34,"'1 MCM/PF depot ship.",'717,'75.63476563
'25,'Text 525 - Part of List 34,"'1 Royal Yacht.",'718,'63.72070313
'25,'Text 526,"'ADDITIONAL IN STORE: 2 Corvettes, 1 MSC. NAVAL HOME GUARD: 7,000. On mob assigned to the 8 naval/coast defence comd. 7 Tjeld PFT, 2 LCT, some 400 fishing craft. COAST DEFENCE: 32 fortresses: 34 arty bty: 75mm; 105mm; 120mm; 127mm; 150mm guns. Some cable mine and torpedo bty.",'719,'27.31933594
'25,'Table 28,"",'720,'36.37695313
'25,'Text 527,"'AA; some Rh-202 20mm, 72 L/60 40mm guns (being replaced by Rh-202).",'721,'81.10351563
'25,'Text 528,"'ANTI-AIRCRAFT HOME GUARD (on mob under comd of Air Force): 3,000; 2bn (9 bty) It",'722,'45.14160156
'25,'Text 529,"'FORCES ABROAD: UN AND PEACE-KEEPING: ANGOLA (UNAVEM II): Observers. EGYPT (MFO): Staff Officers. INDIA/PAKISTAN (UNMOGIP): 5 Observers. IRAQ/KUWAIT (UNIKOM): 8 Observers, medical unit (50). LEBANON (UNIFIL): 896; 1 inf bn, 1 service coy, plus HQ personnel. MIDDLE EAST (UNTSO): 18 Observers.",'723,'80.85937500
'25,'Text 530,"'PARAMILITARY: COAST GUARD: 680: PATROL OFFSHORE: 13: 3 Nordkapp with 1 X Lynx hel (SAR/recce), 2 X 3 ASTT, fitted for 6 Penguin Mk 2 SSM. 1 Nornen, 2 Farm, 7 chartered. AIRCRAFT: 2 P-3N Orion ac, 6 Lynx hel (Air Force-manned).",'724,'81.68945313
'25,'Text 531,"'FOREIGN FORCES:",'725,'44.26269531
'25,'Text 532,"'NATO: HQ Allied Forces Northern Europe (HQ AFNORTH). US: Prepositioned eqpt for 1 MEB.",'726,'84.42382813
'25,'Text 533,"'PORTUGAL",'727,'39.42871094
'25,'Table 29,"",'728,'25.83007813
'25,'Text 534,"'TOTAL ARMED FORCES: ACTIVE: 61,800 (33,300 conscripts). Terms of service: All services 15-18 months. RESERVES: 190,000 (all services) (obligation: men to age 38; officers to 65).",'729,'66.45507813
'26,'Page number 25,"'70",'730,'92.62695313
'26,'Header 23,"'NATO",'731,'62.79296875
'26,'Text 535,"'ARMY: 33,100 (23,000 conscripts).",'732,'69.82421875
'26,'List 35,"",'733,'33.54492188
'26,'Text 536 - Part of List 35,"'6 Territorial Commands (4 military regions, 2 military zones).",'734,'84.17968750
'26,'Text 537 - Part of List 35,"'1 composite bde (1 mech, 2 mot inf, 1 tk, 1 fd arty bn).",'735,'89.16015625
'26,'Text 538 - Part of List 35,"'3 inf bde.",'736,'93.01757813
'26,'Text 539 - Part of List 35,"'1 SF bde (1 SF, 1 inf, 1 arty, 1 log bn).",'737,'88.08593750
'26,'Text 540 - Part of List 35,"'3 cav regt.",'738,'90.96679688
'26,'Text 541 - Part of List 35,"'15 inf regt, each 1 armd, 3 inf bn.",'739,'85.79101563
'26,'Text 542 - Part of List 35,"'3 fd, 1 AD, 1 coast arty regt.",'740,'77.34375000
'26,'Text 543 - Part of List 35,"'2 engr regt.",'741,'73.04687500
'26,'Text 544,"'EQUIPMENT:",'742,'52.34375000
'26,'Text 545,"'MBT: 146: 60 M-47, 86 M-48A5.",'743,'54.49218750
'26,'Text 546,"'RECCE: (CFE: 65) 29 Saladin (CFE HACV), 55 AML-60, 15 V-150 (CFE HACV), 21 EBR-75 (CFE HACV), 14 ULTRAV M-11, 32 Ferret Mk 4.",'744,'50.97656250
'26,'Text 547,"'APC: 255 (CFE: 142): 172 M-113 (CFE 101), 81 V-200 Chaimite (CFE 39), 2 EBR.",'745,'54.98046875
'26,'Text 548,"'TOTAL ARTY: 306 incl:",'746,'51.07421875
'26,'Text 549,"'TOWED ARTY: 142: 105mm: 54 M-101, 24 M-56; 140mm: 24 5.5-in; 155mm: 40 M-114A1.",'747,'51.85546875
'26,'Text 550,"'SP ARTY: 155mm: 6 M-109A2.",'748,'50.39062500
'26,'Text 551,"'MORTARS: 158: 107mm: 58 M-30 (incl 14 SP); 120mm: 100.",'749,'48.92578125
'26,'Text 552,"'COAST ARTY: 150mm: 15; 152mm: 6; 234mm: 6.",'750,'47.55859375
'26,'Text 553,"'ATGW: 46 TOW (incl 18 M-113, 4 M-901), 31 SS-11 (incl 22 V-200 Chaimite), 45 Milan (incl 6 ULTRAV M-11).",'751,'50.39062500
'26,'Text 554,"'RCL: 240: 90mm: 112; 106mm: 128.",'752,'43.11523438
'26,'Text 555,"'AD GUNS: 105 incl 20mm: M-163A1 Vulcan SP; 40mm: L/60.",'753,'43.31054688
'26,'Text 556,"'SAM: 12 Blowpipe.",'754,'32.47070313
'26,'Text 557,"'DEPLOYMENT:",'755,'36.79199219
'26,'Text 558,"'3 inf regt, 2 coast arty bn, 2 AA bty in Azores and Madeira.",'756,'51.46484375
'26,'Figure 13,"",'757,'25.17089844
'26,'Text 559,"'NAVY: 15,300 incl 2,500 marines (5,400 conscripts) 3 comd: Continental, Azores, Madeira. BASES: Lisbon (Alfeite), Portimão (HQ Continental comd), Ponta Delgada (HQ Azores), Funchal (HQ Madeira).",'758,'31.73828125
'26,'Section header 69,"'SUBMARINES: 3:",'759,'35.98632813
'26,'Text 560,"'3 Albacora (Fr Daphné) SS with EL-5 HWT.",'760,'45.99609375
'26,'Text 561,"'FRIGATES: 10:",'761,'38.20800781
'26,'Figure 14,"",'762,'25.95214844
'26,'List 36,"",'763,'77.68554688
'26,'Text 562 - Part of List 36,"'2 Vasco Da Gama (Meko 200) with 2 X 4 Harpoon SSM, 1 X 8 Sea Sparrow SAM, 1 X 100mm gun; plus 2 X 3 ASTT (US Mk-32), 2 X Super Lynx hel (not yet acquired).",'764,'70.65429688
'26,'Text 563 - Part of List 36,"'4 Commandante João Belo (Fr Cdt Rivière) with 2 X 3 ASTT, 1 X 4 ASW mor, plus 3 X 100mm gun.",'765,'72.55859375
'26,'Text 564 - Part of List 36,"'4 Baptista de Andrade with 2 X 3 ASTT; plus 1 X 100mm gun.",'766,'74.21875000
'26,'Text 565,"'PATROL AND COASTAL COMBATANTS: 25: PATROL OFFSHORE: 6:",'767,'58.39843750
'26,'Text 566,"'6 João Coutinho PCO.",'768,'53.61328125
'26,'Text 567,"'PATROL COASTAL: 12: 10 Cacine, 2 São Roque ex-MSC. INSHORE: 71. (Plus 5 ARGOS(I end of 1991.) AMPHIBIOUS: Craft only; 3 LCU, 12 LCM SUPPORT AND MISCELLANEOUS: 12: 1 AOR, 3 AOT (small), 2 AK, 3 AGHS, 2 trg, 1 tug.",'769,'30.20019531
'26,'Text 568,"'MARINES: (2,500) (1,300 conscripts). 3 bn (2 inf, 1 police), spt units. EQUIPMENT: Chaimite APC, mor, 7 LCM.",'770,'53.41796875
